task_id,dataset_id,method,prompt_variant,raw_parse_success,normalized_parse_success,final_parse_success,metric_status,metric_unavailable_reason,class_count,class_label_count,class_label_coverage,class_comment_definition_count,class_comment_definition_coverage,object_property_count,object_property_label_count,object_property_label_coverage,object_property_comment_definition_count,object_property_comment_definition_coverage,datatype_property_count,datatype_property_label_count,datatype_property_label_coverage,datatype_property_comment_definition_count,datatype_property_comment_definition_coverage,ontology_declaration_present,ontology_metadata_statement_count,ontology_metadata_presence,documentation_literal_count,documentation_total_characters,average_documentation_length,assessed_entity_count,nontrivial_comment_definition_entity_count,nontrivial_comment_definition_rate,triples_count,classes_count_structural,object_properties_count_structural,datatype_properties_count_structural
a1_036_2cbe022357e0,project2_5_ef2d127de3,neon-gpt,P0,False,True,True,available,,3,3,1.0,3,1.0,4,4,1.0,4,1.0,0,0,,0,,False,0,False,7,536,76.571428571,7,7,1.0,40,3,4,0
a1_038_cab33c319871,project2_6_e7f6c01177,neon-gpt,P0,True,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1_049_e3fd586bd5f4,project2_FestS_76555d3566,neon-gpt,P0,True,True,True,available,,24,13,0.541666667,13,0.541666667,12,12,1.0,12,1.0,5,5,1.0,5,1.0,True,2,True,32,1830,57.1875,41,30,0.731707317,418,24,12,5
a1_051_138daffe8cd2,project2_HospitalS_37f96aff7d,neon-gpt,P0,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1_047_d1f40d6430b0,project2_MusicS_6f198445eb,neon-gpt,P0,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1_050_dfa95dc2637f,project2_Paul_2_ResourceReliability_Ortenz_1_MusicAndChildhood_c781c82a18,neon-gpt,P0,False,True,True,available,,14,14,1.0,14,1.0,32,32,1.0,32,1.0,32,32,1.0,32,1.0,False,0,False,78,5434,69.666666667,78,78,1.0,366,14,32,32
a1_046_8f3b3dd0825b,project2_Sage_1_WHOW_1b070153f1,neon-gpt,P0,False,True,True,available,,15,15,1.0,15,1.0,6,6,1.0,6,1.0,41,41,1.0,41,1.0,False,0,False,62,4360,70.322580645,62,62,1.0,294,15,6,41
a1_048_e20af75540a9,project2_Sophia_3_Reorchestration_71392573d4,neon-gpt,P0,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_071_61f4b036f4cb,project2_11_4fc82b26ae,neon-gpt,P1,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_069_14efc373b07a,project2_12_6b51d431df,neon-gpt,P1,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_077_91284f3ffb43,project2_14_8527a891e2,neon-gpt,P1,False,True,True,available,,14,11,0.785714286,7,0.5,8,8,1.0,8,1.0,4,4,1.0,4,1.0,False,0,False,19,1583,83.315789474,26,19,0.730769231,146,14,8,4
a2_075_0197471ece86,project2_15_e629fa6598,neon-gpt,P1,False,True,True,available,,30,0,0.0,23,0.766666667,16,0,0.0,16,1.0,10,0,0.0,10,1.0,False,0,False,61,3394,55.639344262,56,49,0.875,254,30,16,10
a2_078_132218e67f0d,project2_16_b17ef6d19c,neon-gpt,P1,False,True,True,available,,9,6,0.666666667,7,0.777777778,16,16,1.0,16,1.0,2,2,1.0,2,1.0,False,0,False,50,3345,66.9,27,25,0.925925926,265,9,16,2
a2_079_12f834912150,project2_1_6b86b273ff,neon-gpt,P1,False,True,True,available,,9,0,0.0,9,1.0,17,0,0.0,16,0.941176471,0,0,,0,,False,0,False,25,1846,73.84,26,25,0.961538462,118,9,17,0
a2_076_98c9e98b25bd,project2_2_d4735e3a26,neon-gpt,P1,False,True,True,available,,45,44,0.977777778,44,0.977777778,16,16,1.0,16,1.0,43,43,1.0,43,1.0,False,0,False,103,5636,54.718446602,104,103,0.990384615,549,45,16,43
a2_073_c9a3c92c3ce4,project2_3_4e07408562,neon-gpt,P1,False,True,True,available,,21,20,0.952380952,20,0.952380952,10,10,1.0,10,1.0,0,0,,0,,False,0,False,31,2240,72.258064516,31,30,0.967741935,181,21,10,0
a2_074_0a0c28a2cd43,project2_4_4b227777d4,neon-gpt,P1,False,True,True,available,,20,11,0.55,11,0.55,6,6,1.0,6,1.0,5,5,1.0,5,1.0,False,0,False,22,1459,66.318181818,31,22,0.709677419,236,20,6,5
a2_070_ac73ca3f728f,project2_5_ef2d127de3,neon-gpt,P1,False,True,True,available,,6,3,0.5,3,0.5,4,4,1.0,4,1.0,0,0,,0,,False,0,False,7,477,68.142857143,10,7,0.7,69,6,4,0
a2_072_509f775df583,project2_6_e7f6c01177,neon-gpt,P1,False,True,True,available,,15,3,0.2,3,0.2,5,5,1.0,5,1.0,0,0,,0,,False,0,False,8,587,73.375,20,8,0.4,131,15,5,0
a2_083_19654ef9beda,project2_FestS_76555d3566,neon-gpt,P1,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_085_1dd7d678cf11,project2_HospitalS_37f96aff7d,neon-gpt,P1,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_081_0dcb92aee767,project2_MusicS_6f198445eb,neon-gpt,P1,False,True,True,available,,13,13,1.0,13,1.0,14,14,1.0,14,1.0,101,101,1.0,101,1.0,False,0,False,132,7229,54.765151515,128,128,1.0,639,13,14,101
a2_084_74043af13b92,project2_Paul_2_ResourceReliability_Ortenz_1_MusicAndChildhood_c781c82a18,neon-gpt,P1,False,True,True,available,,22,22,1.0,22,1.0,17,8,0.470588235,8,0.470588235,12,12,1.0,12,1.0,False,0,False,42,4271,101.69047619,51,42,0.823529412,197,22,17,12
a2_080_a78fbd32e6f3,project2_Sage_1_WHOW_1b070153f1,neon-gpt,P1,False,True,True,available,,12,12,1.0,12,1.0,5,5,1.0,5,1.0,102,102,1.0,102,1.0,False,0,False,119,9333,78.428571429,119,119,1.0,582,12,5,102
a2_082_8239bf8ff286,project2_Sophia_3_Reorchestration_71392573d4,neon-gpt,P1,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_088_bbf0454aa97e,project2_11_4fc82b26ae,neon-gpt,P2,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_086_5adbfcd25510,project2_12_6b51d431df,neon-gpt,P2,False,True,True,available,,21,21,1.0,21,1.0,12,12,1.0,12,1.0,3,3,1.0,3,1.0,False,0,False,36,2612,72.555555556,36,36,1.0,158,21,12,3
a2_094_72e3b0e450fe,project2_14_8527a891e2,neon-gpt,P2,False,True,True,available,,14,0,0.0,12,0.857142857,5,5,1.0,5,1.0,2,2,1.0,2,1.0,False,0,False,21,1516,72.19047619,21,19,0.904761905,115,14,5,2
a2_092_5ec2d7c1b11b,project2_15_e629fa6598,neon-gpt,P2,False,True,True,available,,52,32,0.615384615,32,0.615384615,22,22,1.0,22,1.0,22,22,1.0,22,1.0,False,0,False,76,3512,46.210526316,96,76,0.791666667,560,52,22,22
a2_095_0574e819d5b8,project2_16_b17ef6d19c,neon-gpt,P2,False,True,True,available,,6,6,1.0,6,1.0,12,0,0.0,12,1.0,100,0,0.0,100,1.0,False,0,False,118,7154,60.627118644,118,118,1.0,484,6,12,100
a2_096_ade0e39c78e4,project2_1_6b86b273ff,neon-gpt,P2,False,True,True,available,,8,0,0.0,8,1.0,22,0,0.0,22,1.0,0,0,,0,,False,0,False,30,2498,83.266666667,30,30,1.0,115,8,22,0
a2_093_03fc791a0b1c,project2_2_d4735e3a26,neon-gpt,P2,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_090_cf9ad3880aee,project2_3_4e07408562,neon-gpt,P2,False,False,False,metric_unavailable_unparseable_final_ontology,final_parse_success=false; unknown entity denominator is not imputed as zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2_091_aa7922d20db3,project2_4_4b227777d4,neon-gpt,P2,False,True,True,available,,23,15,0.652173913,15,0.652173913,7,7,1.0,7,1.0,2,2,1.0,2,1.0,False,0,False,24,1563,65.125,32,24,0.75,234,23,7,2
a2_087_ace4457e0b38,project2_5_ef2d127de3,neon-gpt,P2,False,True,True,available,,6,3,0.5,3,0.5,4,4,1.0,4,1.0,0,0,,0,,False,0,False,7,529,75.571428571,10,7,0.7,63,6,4,0
a2_089_3c253bec83d5,project2_6_e7f6c01177,neon-gpt,P2,True,True,True,available,,12,4,0.333333333,4,0.333333333,8,8,1.0,8,1.0,0,0,,0,,False,0,False,16,1259,78.6875,20,12,0.6,142,12,8,0
a2_100_e6c103545c73,project2_FestS_76555d3566,neon-gpt,P2,False,True,True,available,,13,13,1.0,13,1.0,43,43,1.0,43,1.0,16,16,1.0,16,1.0,False,0,False,72,3458,48.027777778,72,71,0.986111111,363,13,43,16
a2_102_1859e057d85b,project2_HospitalS_37f96aff7d,neon-gpt,P2,False,True,True,available,,18,0,0.0,18,1.0,34,0,0.0,34,1.0,27,0,0.0,27,1.0,False,0,False,82,3707,45.207317073,79,79,1.0,232,18,34,27
a2_098_9c5985f74800,project2_MusicS_6f198445eb,neon-gpt,P2,False,True,True,available,,12,0,0.0,0,0.0,21,0,0.0,0,0.0,203,0,0.0,0,0.0,False,0,False,0,0,0.0,236,0,0.0,692,12,21,203
a2_101_8a79461a9d61,project2_Paul_2_ResourceReliability_Ortenz_1_MusicAndChildhood_c781c82a18,neon-gpt,P2,False,True,True,available,,16,16,1.0,16,1.0,16,16,1.0,16,1.0,14,13,0.928571429,14,1.0,False,0,False,46,3688,80.173913043,46,46,1.0,210,16,16,14
a2_097_e6435aa6a312,project2_Sage_1_WHOW_1b070153f1,neon-gpt,P2,False,True,True,available,,38,19,0.5,19,0.5,5,5,1.0,5,1.0,14,14,1.0,14,1.0,False,0,False,38,2927,77.026315789,57,38,0.666666667,537,38,5,14
a2_099_08f433cd40dd,project2_Sophia_3_Reorchestration_71392573d4,neon-gpt,P2,False,True,True,available,,23,23,1.0,23,1.0,51,51,1.0,51,1.0,15,15,1.0,15,1.0,False,0,False,89,5357,60.191011236,89,89,1.0,431,23,51,15
